Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Trail Running,2023-12-26 14:28:45,false,"Howard County Trail Running","4.11","435","00:36:34","156","173","158","227","8:54","7:10","217","223","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:00:49.5","5","84.2","00:36:23","00:38:52","367","491"
Trail Running,2023-12-25 10:24:07,false,"Howard County Trail Running","6.01","566","00:51:54","146","174","163","229","8:38","6:24","295","335","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","59.0","No","00:00:01.7","7","84.2","00:51:50","00:52:57","308","485"
Trail Running,2023-12-24 09:40:12,false,"Howard County Trail Running","13.11","1,479","01:56:07","166","183","162","178","8:51","6:39","636","650","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:01:01.9","14","86.0","01:56:04","01:57:40","245","492"
Trail Running,2023-12-22 13:27:06,false,"Howard County Trail Running","8.01","797","01:06:26","158","178","166","180","8:18","6:26","377","407","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:00:03.1","9","80.6","01:06:20","01:10:34","289","497"
Trail Running,2023-12-20 13:01:05,false,"Howard County Trail Running","8.00","921","01:12:27","163","184","160","176","9:03","7:29","394","423","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:01.1","9","84.2","01:12:00","01:14:49","280","495"
Trail Running,2023-12-18 16:25:01,false,"Howard County Trail Running","5.02","487","00:41:07","156","176","163","192","8:12","6:38","266","331","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","51.8","No","00:00:18.5","6","86.0","00:40:56","00:45:24","340","488"
Trail Running,2023-12-16 09:59:23,false,"Howard County Trail Running","11.00","1,206","01:35:21","165","187","165","211","8:40","6:58","522","512","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:01.7","12","80.6","01:35:17","01:36:49","274","517"
Trail Running,2023-12-15 12:35:48,false,"Howard County Trail Running","5.09","574","00:46:37","159","176","158","222","9:10","7:50","276","240","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:00:53.3","6","82.4","00:46:35","00:47:28","322","503"
Treadmill Running,2023-12-14 23:11:38,false,"Treadmill Running","4.44","516","00:41:03","162","181","151","170","9:15","7:37","--","--","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:03:43.7","5","82.4","00:41:02","00:45:09","--","--"
Treadmill Running,2023-12-12 22:36:33,false,"Treadmill Running","4.42","497","00:40:59","158","172","150","166","9:16","8:17","--","--","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:04:00.3","5","84.2","00:40:59","00:40:59","--","--"
Trail Running,2023-12-11 16:42:34,false,"Howard County Trail Running","5.01","463","00:38:41","156","172","169","184","7:44","6:20","302","341","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:00:02.5","6","82.4","00:38:40","00:39:18","356","500"
Trail Running,2023-12-09 08:22:53,false,"Howard County Trail Running","11.00","1,180","01:35:15","160","177","166","186","8:39","6:34","807","797","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:02.3","12","91.4","01:35:07","01:35:32","308","568"
Trail Running,2023-12-08 13:29:26,false,"Howard County Trail Running","5.54","591","00:48:05","159","181","160","232","8:41","7:16","262","269","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:04:21.7","6","80.6","00:48:00","00:52:50","325","497"
Trail Running,2023-12-06 14:19:23,false,"Howard County Trail Running","7.00","783","01:04:19","158","183","156","172","9:11","7:29","335","374","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","50.0","No","00:00:02.3","8","84.2","01:04:09","01:07:53","273","491"
Trail Running,2023-12-04 14:27:15,false,"Howard County Trail Running","5.00","550","00:45:22","158","174","158","174","9:04","7:29","285","315","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","66.2","No","00:00:01.7","6","82.4","00:45:19","00:45:22","365","499"
Trail Running,2023-12-02 08:50:13,false,"Howard County Trail Running","10.77","1,082","01:30:55","157","181","165","184","8:26","6:41","479","528","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","59.0","No","00:06:40.3","11","86.0","01:30:49","01:36:22","253","502"
Treadmill Running,2023-11-29 14:12:01,false,"Treadmill Running","4.00","432","00:35:49","158","177","158","169","8:57","8:06","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:02.0","5","84.2","00:35:42","00:39:42","--","--"
Trail Running,2023-11-27 13:26:48,false,"Howard County Trail Running","4.52","486","00:39:28","159","182","161","176","8:44","7:00","256","282","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","51.8","No","00:04:31.9","5","82.4","00:39:26","00:39:28","367","498"
Trail Running,2023-11-25 07:55:26,false,"Howard County Trail Running","11.00","1,311","01:42:38","165","185","163","182","9:20","7:28","535","574","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:01.8","12","86.0","01:42:26","01:43:48","236","498"
Trail Running,2023-11-24 20:20:35,false,"Howard County Trail Running","1.30","111","00:20:24","99","122","124","133","15:42","13:45","85","92","0.83","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:04:59.9","2","69.8","00:20:21","00:20:24","344","394"
Trail Running,2023-11-23 08:07:14,false,"Howard County Trail Running","5.01","555","00:44:18","163","180","163","172","8:51","7:46","302","325","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:06.2","6","89.6","00:44:15","00:44:18","364","428"
Trail Running,2023-11-20 15:18:14,false,"Howard County Trail Running","7.01","775","01:04:08","160","180","159","176","9:09","7:46","358","322","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:03.5","8","84.2","01:04:00","01:07:36","274","496"
Trail Running,2023-11-19 15:52:56,false,"Howard County Trail Running","3.89","201","00:58:22","82","132","120","249","15:01","7:20","256","253","0.89","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:13:04","4","80.6","00:58:20","00:58:22","368","498"
Trail Running,2023-11-18 15:12:47,false,"Howard County Trail Running","6.36","687","00:56:31","160","180","158","178","8:53","6:47","292","312","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:02:55.8","7","82.4","00:56:23","01:06:27","293","501"
Trail Running,2023-11-17 15:05:11,false,"Howard County Trail Running","11.01","1,120","01:37:53","155","171","159","179","8:53","7:10","512","512","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","73.4","No","00:00:05.6","12","84.2","01:37:48","01:39:15","275","501"
Treadmill Running,2023-11-15 12:57:22,false,"Treadmill Running","4.74","466","00:40:12","155","173","158","181","8:29","7:05","--","--","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:06:13.0","5","84.2","00:40:11","00:40:12","--","--"
Treadmill Running,2023-11-13 13:45:03,false,"Treadmill Running","3.54","363","00:33:02","150","177","147","173","9:21","7:41","--","--","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:07:17.7","4","91.4","00:30:08","00:48:15","--","--"
Treadmill Running,2023-11-12 08:12:57,false,"Treadmill Running","4.14","445","00:37:21","157","184","153","164","9:01","8:11","--","--","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:01:12.5","5","86.0","00:37:01","00:38:07","--","--"
Treadmill Running,2023-11-11 07:18:26,false,"Treadmill Running","4.83","463","00:43:27","144","172","153","169","8:59","7:51","--","--","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:07:13.2","5","87.8","00:42:19","00:43:27","--","--"
Treadmill Running,2023-11-10 15:04:20,false,"Treadmill Running","2.01","184","00:17:22","145","159","157","230","8:39","7:51","--","--","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:04.0","3","87.8","00:17:22","00:17:22","--","--"
Treadmill Running,2023-11-10 14:29:02,false,"Treadmill Running","3.15","305","00:26:44","153","166","159","171","8:30","7:41","--","--","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:01:09.4","4","84.2","00:26:38","00:28:42","--","--"
Trail Running,2023-11-09 13:02:24,false,"Prince George's County Trail Running","4.74","530","00:44:19","157","177","155","228","9:21","7:40","272","315","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:06:58.1","5","87.8","00:44:18","00:49:10","115","228"
Trail Running,2023-11-08 13:12:25,false,"Howard County Trail Running","6.47","693","00:59:24","155","177","156","211","9:11","7:36","308","305","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:04:05.7","7","80.6","00:59:17","01:06:04","316","501"
Treadmill Running,2023-11-07 22:13:48,false,"Treadmill Running","2.39","227","00:22:13","141","161","153","168","9:18","7:54","--","--","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:03:27.5","3","87.8","00:22:06","00:23:12","--","--"
Trail Running,2023-11-06 15:22:01,false,"Howard County Trail Running","4.79","557","00:45:45","158","175","158","175","9:34","7:53","256","253","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:07:44.8","5","80.6","00:45:38","00:45:55","381","492"
Treadmill Running,2023-11-05 22:26:16,false,"Treadmill Running","4.28","491","00:40:51","158","174","154","179","9:33","7:44","--","--","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:02:36.0","5","86.0","00:39:58","00:41:22","--","--"
Trail Running,2023-11-04 16:20:14,false,"Howard County Trail Running","1.07","128","00:10:31","160","168","157","173","9:50","8:35","75","23","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:38.2","2","80.6","00:10:29","00:12:12","416","493"
Trail Running,2023-11-04 15:54:18,false,"Howard County Trail Running","2.51","266","00:24:03","149","174","158","173","9:34","7:42","125","164","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","73.4","No","00:05:22.9","3","84.2","00:24:03","00:24:03","385","501"
Running,2023-11-03 15:54:20,false,"Howard County Running","10.70","1,161","01:36:30","160","179","159","177","9:01","6:57","518","528","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:06:36.5","11","80.6","01:36:23","01:41:12","278","495"
Treadmill Running,2023-11-01 21:29:02,false,"Treadmill Running","5.66","533","00:53:02","140","164","154","166","9:22","8:21","--","--","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:06:14.6","6","87.8","00:52:46","00:53:02","--","--"
Treadmill Running,2023-10-31 21:39:39,false,"Treadmill Running","4.70","542","00:46:48","154","172","140","210","9:57","7:40","--","--","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:06:37.8","5","87.8","00:43:03","00:48:00","--","--"
Trail Running,2023-10-28 15:54:13,false,"Howard County Trail Running","7.69","813","01:12:02","153","172","157","228","9:22","7:39","344","335","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:06:41.0","8","89.6","01:11:56","01:17:49","295","497"
Trail Running,2023-10-27 17:22:32,false,"Howard County Trail Running","5.91","623","00:55:38","153","177","158","173","9:25","8:02","292","292","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:08:11.9","6","86.0","00:55:32","01:00:07","323","493"
Trail Running,2023-10-26 17:52:41,false,"Howard County Trail Running","0.06","5","00:00:38.5","117","128","149","161","11:29","8:49","--","3","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:00:38.5","1","89.6","00:00:38.5","00:00:38.5","422","428"
Trail Running,2023-10-25 12:18:09,false,"Howard County Trail Running","5.71","647","00:53:18","160","175","156","169","9:20","7:33","285","315","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:06:08.3","6","84.2","00:53:12","00:57:52","354","501"
Trail Running,2023-10-23 06:31:39,false,"Howard County Trail Running","4.88","566","00:46:40","160","181","160","170","9:34","8:04","262","292","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","50.0","No","00:08:41.2","5","84.2","00:46:35","00:47:00","364","497"
Trail Running,2023-10-20 07:13:39,false,"Howard County Trail Running","11.04","1,228","01:43:24","158","179","159","222","9:22","7:37","492","531","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","60.8","No","00:00:23.4","12","84.2","01:43:16","01:45:27","255","489"
Trail Running,2023-10-19 19:36:04,false,"Howard County Trail Running","4.01","438","00:36:40","158","180","158","166","9:08","8:00","207","217","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:12.1","5","82.4","00:36:36","00:36:57","376","428"
Trail Running,2023-10-18 11:40:22,false,"Howard County Trail Running","3.80","391","00:33:35","155","174","160","177","8:51","7:00","207","207","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:06:49.9","4","82.4","00:33:31","00:33:35","385","496"
Trail Running,2023-10-17 06:17:28,false,"Howard County Trail Running","5.13","575","00:48:15","159","177","160","169","9:24","7:56","266","305","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","59.0","No","00:01:07.5","6","86.0","00:48:14","00:48:15","358","493"
Trail Running,2023-10-16 06:27:23,false,"Howard County Trail Running","5.08","550","00:49:11","152","172","161","170","9:41","8:02","276","299","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:46.7","6","89.6","00:49:07","00:49:30","367","502"
Treadmill Running,2023-10-15 20:55:01,false,"Treadmill Running","4.89","397","00:48:44","122","136","147","163","9:58","7:28","--","--","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:09:26.6","5","89.6","00:46:42","00:53:47","--","--"
Trail Running,2023-10-14 17:00:30,false,"Howard County Trail Running","4.45","352","01:05:18","103","142","117","250","14:40","7:01","246","236","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:06:55.6","5","84.2","01:05:16","01:05:18","400","514"
Trail Running,2023-10-13 16:41:40,false,"Howard County Trail Running","9.01","915","01:16:48","159","175","159","180","8:31","6:41","427","443","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","66.2","No","00:00:05.1","10","82.4","01:16:36","01:17:49","277","497"
Trail Running,2023-10-12 06:23:49,false,"Howard County Trail Running","5.01","567","00:46:21","161","177","161","169","9:15","7:13","276","282","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:00:02.8","6","84.2","00:46:10","00:46:51","377","499"
Trail Running,2023-10-10 17:44:23,false,"Howard County Trail Running","8.01","888","01:12:05","162","184","159","226","9:00","7:08","367","410","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:00:02.9","9","82.4","01:11:54","01:13:57","283","495"
Treadmill Running,2023-10-09 19:26:28,false,"Treadmill Running","5.52","606","00:51:11","156","179","150","166","9:16","7:41","--","--","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:04:40.8","6","87.8","00:50:36","00:55:24","--","--"
Trail Running,2023-10-07 18:17:01,false,"Howard County Trail Running","1.01","110","00:14:50","115","129","123","247","14:45","7:02","102","82","0.89","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:00:03.8","2","71.6","00:14:50","00:14:50","436","514"
Trail Running,2023-10-07 17:44:22,false,"Howard County Trail Running","3.00","357","00:30:16","157","181","159","170","10:05","8:17","144","151","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","66.2","No","00:00:01.5","4","82.4","00:30:15","00:30:16","379","497"
Trail Running,2023-10-06 18:25:37,false,"Columbia Trail Running","2.26","227","00:19:29","159","197","166","181","8:36","6:20","151","95","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:04.9","10","80.6","00:19:25","00:21:16","362","493"
Trail Running,2023-10-06 18:02:54,false,"Columbia Trail Running","2.27","257","00:21:22","164","191","159","181","9:26","6:40","59","52","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:07.7","10","78.8","00:21:20","00:21:22","337","388"
Trail Running,2023-10-06 17:56:25,false,"Columbia Trail Running","0.42","52","00:05:18.8","135","153","132","169","12:42","8:39","10","23","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:05:18.8","1","82.4","00:05:18.8","00:05:18.8","347","362"
Trail Running,2023-10-06 17:28:22,false,"Howard County Trail Running","2.12","224","00:20:08","151","175","159","181","9:29","8:11","95","164","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:01:12.9","3","89.6","00:20:06","00:27:32","364","491"
Trail Running,2023-10-05 12:09:48,false,"Prince George's County Trail Running","6.00","626","00:56:02","152","172","157","174","9:20","7:36","463","443","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:01.9","7","86.0","00:55:51","00:56:16","125","241"
Trail Running,2023-10-04 12:00:28,false,"Prince George's County Trail Running","1.98","130","00:13:34","132","150","173","198","6:51","4:57","118","121","1.36","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:06:43.3","2","86.0","00:13:28","00:13:34","148","219"
Trail Running,2023-10-03 12:16:37,false,"Prince George's County Trail Running","3.42","336","00:30:54","151","170","158","193","9:02","7:50","210","210","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:03:49.4","4","89.6","00:30:52","00:38:06","115","226"
Trail Running,2023-10-02 17:23:10,false,"Howard County Trail Running","5.74","542","00:53:04","144","167","157","173","9:15","7:34","253","285","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:06:30.6","6","86.0","00:52:57","00:58:10","301","485"
Trail Running,2023-09-30 18:15:27,false,"Howard County Trail Running","5.00","524","00:46:24","154","172","158","173","9:16","7:42","262","279","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.2","6","87.8","00:46:20","00:46:24","373","493"
Treadmill Running,2023-09-26 19:15:45,false,"Treadmill Running","5.29","580","00:54:00","150","166","151","166","10:12","8:20","--","--","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:03:18.7","6","86.0","00:53:26","01:02:02","--","--"
Running,2023-09-25 17:21:13,false,"Howard County Running","6.01","602","00:52:03","158","178","159","173","8:40","6:41","299","322","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:02.3","7","82.4","00:51:57","00:53:56","307","492"
Treadmill Running,2023-09-24 17:25:00,false,"Treadmill Running","6.01","655","00:59:12","155","170","143","167","9:51","8:02","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:05.9","7","86.0","00:55:30","01:03:27","--","--"
Trail Running,2023-09-21 06:30:57,false,"Minneapolis Trail Running","7.01","687","01:00:11","156","170","163","175","8:35","7:01","322","338","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:02.8","8","87.8","00:59:53","01:03:43","684","843"
Trail Running,2023-09-20 06:31:50,false,"Minneapolis Trail Running","6.62","613","00:53:59","155","175","165","178","8:10","6:26","220","256","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:05:16.7","7","82.4","00:53:43","01:08:26","764","843"
Trail Running,2023-09-19 06:31:15,false,"Minneapolis Trail Running","6.01","539","00:47:28","155","167","169","183","7:54","6:27","171","180","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","66.2","No","00:00:01.8","7","82.4","00:47:23","00:49:26","766","830"
Trail Running,2023-09-16 16:51:31,false,"Columbia Trail Running","2.27","217","00:18:35","159","171","168","185","8:11","6:17","174","59","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:18.3","10","86.0","00:18:29","00:18:35","331","495"
Trail Running,2023-09-16 16:21:27,false,"Howard County Trail Running","3.00","315","00:27:57","154","176","156","171","9:18","7:54","92","194","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.0","4","84.2","00:27:57","00:28:04","325","497"
Trail Running,2023-09-14 12:47:51,false,"Prince George's County Trail Running","2.24","269","00:21:23","165","177","158","168","9:32","7:49","177","112","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:02:18.0","3","89.6","00:21:19","00:22:42","129","236"
Trail Running,2023-09-14 12:32:53,false,"Prince George's County Trail Running","1.65","159","00:14:03","155","171","161","187","8:31","6:28","62","52","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:01:06.8","7","86.0","00:13:52","00:14:03","194","214"
Trail Running,2023-09-14 12:31:07,false,"Prince George's County Trail Running","0.09","6","00:00:42.7","131","150","158","191","7:50","7:06","7","3","1.30","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:42.7","1","87.8","00:00:42","00:00:42.7","165","173"
Trail Running,2023-09-14 12:12:29,false,"Prince George's County Trail Running","2.01","148","00:15:00","137","149","168","185","7:29","5:56","115","180","1.28","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.0","3","89.6","00:14:57","00:15:00","121","226"
Trail Running,2023-09-12 17:50:35,false,"Howard County Trail Running","7.01","657","00:57:12","156","174","166","235","8:09","5:39","318","315","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.8","8","87.8","00:57:03","01:07:59","298","818"
Trail Running,2023-09-09 17:47:14,false,"Howard County Trail Running","1.01","107","00:09:22.1","156","170","165","238","9:18","7:50","82","20","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:03.2","2","80.6","00:09:21","00:10:11","417","491"
Trail Running,2023-09-09 17:16:55,false,"Howard County Trail Running","3.07","348","00:28:46","159","174","161","174","9:23","7:36","151","207","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:37.4","4","84.2","00:28:45","00:28:46","361","491"
Trail Running,2023-09-08 18:12:54,false,"Howard County Trail Running","4.02","429","00:38:11","152","177","158","174","9:30","7:55","190","200","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:10.3","5","89.6","00:38:10","00:38:14","337","490"
Trail Running,2023-09-07 18:32:44,false,"Howard County Trail Running","6.00","654","00:56:43","155","176","159","181","9:27","7:56","282","299","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.5","7","87.8","00:56:34","00:58:46","322","495"
Trail Running,2023-09-05 18:12:28,false,"Howard County Trail Running","5.01","516","00:47:54","148","163","158","175","9:34","8:03","276","233","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:00:02.5","6","93.2","00:47:47","00:48:43","333","490"
Trail Running,2023-09-04 08:30:31,false,"Howard County Trail Running","11.00","1,228","01:47:48","155","173","161","173","9:48","8:04","682","669","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:01.5","12","91.4","01:47:37","01:48:30","262","517"
Trail Running,2023-09-02 06:17:11,false,"Howard County Trail Running","2.94","342","03:31:28","65","149","1","189","--","0:54","177","207","9.67","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:53.7","3","98.6","00:05:20.4","03:31:28","400","516"
Trail Running,2023-09-01 18:35:42,false,"Howard County Trail Running","5.01","529","00:43:54","159","174","163","173","8:46","6:41","259","269","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:01.4","6","86.0","00:43:54","00:43:54","374","495"
Trail Running,2023-08-31 18:18:59,false,"Howard County Trail Running","6.01","646","00:53:55","159","175","160","175","8:59","7:28","338","312","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:03.3","7","91.4","00:53:50","00:57:40","318","493"
Trail Running,2023-08-29 18:21:34,false,"Howard County Trail Running","6.01","577","00:49:13","155","177","165","181","8:12","6:36","285","285","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.3","7","87.8","00:49:11","00:50:27","324","490"
Trail Running,2023-08-27 08:40:34,false,"Howard County Trail Running","10.00","1,174","01:37:20","161","187","160","212","9:44","7:58","476","495","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:01.7","11","86.0","01:37:10","01:38:35","281","492"
Trail Running,2023-08-25 17:44:14,false,"Howard County Trail Running","9.03","870","01:26:03","143","173","158","177","9:32","7:30","1,083","1,027","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:17.1","10","87.8","01:25:59","01:26:49","253","545"
Trail Running,2023-08-24 19:07:52,false,"Howard County Trail Running","6.02","676","00:56:00","159","182","155","170","9:18","7:41","269","308","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:08.5","7","89.6","00:55:53","00:58:34","324","492"
Trail Running,2023-08-22 19:34:21,false,"Howard County Trail Running","4.01","393","00:34:54","152","174","162","179","8:42","6:07","233","197","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:03.0","5","86.0","00:34:50","00:35:02","363","492"
Trail Running,2023-08-21 19:08:04,false,"Howard County Trail Running","5.00","566","00:47:53","157","186","155","169","9:34","7:49","249","213","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:01.7","6","89.6","00:47:49","00:51:12","321","493"
Trail Running,2023-08-20 18:52:57,false,"Howard County Trail Running","6.01","530","00:56:42","139","169","158","181","9:26","7:51","289","295","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:02.2","7","87.8","00:56:23","01:01:48","314","491"
